x,y
0.0,1.0
0.006286286286286287,0.999980241367431
0.012572572572572573,0.9999209662505313
0.018858858858858858,0.9998221769916911
0.025145145145145147,0.999683877494792
0.031431431431431435,0.9995060732250519
0.037717717717717716,0.9992887712088091
0.044004004004004005,0.999031980033245
0.05029029029029029,0.9987357098460448
0.05657657657657658,0.9983999723549958
0.06286286286286287,0.9980247808275254
0.06914914914914916,0.997610150090177
0.07543543543543543,0.9971560965280231
0.08172172172172172,0.9966626380840188
0.08800800800800801,0.9961297942582922
0.0942942942942943,0.9955575861073741
0.10058058058058059,0.9949460362433658
0.10686686686686687,0.9942951688330453
0.11315315315315316,0.9936050095969126
0.11943943943943945,0.9928755858081731
0.12572572572572574,0.9921069262916605
0.13201201201201201,0.9912990614226963
0.13829829829829832,0.9904520231258909
0.1445845845845846,0.9895658448738812
0.15087087087087087,0.9886405616860082
0.15715715715715717,0.987676210126933
0.16344344344344344,0.9866728283051917
0.16972972972972974,0.9856304558716897
0.17601601601601602,0.9845491340181352
0.18230230230230232,0.9834289054754103
0.1885885885885886,0.9822698145118833
0.1948748748748749,0.9810719069316595
0.20116116116116117,0.9798352300727698
0.20744744744744745,0.978559832805302
0.21373373373373375,0.9772457655294678
0.22002002002002002,0.9758930801736123
0.22630630630630633,0.9745018301921613
0.2325925925925926,0.9730720705635091
0.2388788788788789,0.9716038577878462
0.24516516516516518,0.970097249884926
0.2514514514514515,0.9685523063917725
0.2577377377377377,0.9669690883603274
0.26402402402402403,0.9653476583550373
0.27031031031031033,0.9636880804503818
0.27659659659659663,0.9619904202283407
0.2828828828828829,0.9602547447758034
0.2891691691691692,0.9584811226819168
0.2954554554554555,0.9566696240353754
0.30174174174174173,0.9548203204216517
0.30802802802802803,0.9529332849201667
0.31431431431431434,0.9510085921014028
0.32060060060060064,0.9490463180239562
0.3268868868868869,0.9470465402315322
0.3331731731731732,0.9450093377498799
0.3394594594594595,0.94293479108367
0.3457457457457458,0.9408229822133128
0.35203203203203204,0.9386739945917197
0.35831831831831834,0.9364879131410043
0.36460460460460464,0.9342648242491268
0.3708908908908909,0.9320048157664804
0.3771771771771772,0.9297079770024196
0.3834634634634635,0.9273743987217306
0.3897497497497498,0.9250041731410452
0.39603603603603604,0.9225973939251961
0.40232232232232235,0.9201541561835156
0.40860860860860865,0.9176745564660775
0.4148948948948949,0.9151586927598812
0.4211811811811812,0.9126066644849797
0.4274674674674675,0.9100185724905512
0.4337537537537538,0.9073945190509132
0.44004004004004005,0.904734607861481
0.44632632632632635,0.9020389440346706
0.45261261261261265,0.8993076340957439
0.4588988988988989,0.8965407859786001
0.4651851851851852,0.8937385090215098
0.4714714714714715,0.8909009139627945
0.4777577577577578,0.8880281129364505
0.48404404404404405,0.8851202194677176
0.49033033033033036,0.8821773484685931
0.49661661661661666,0.8791996162332905
0.502902902902903,0.8761871404336439
0.5091891891891892,0.8731400401144584
0.5154754754754755,0.8700584356888053
0.5217617617617618,0.8669424489332633
0.5280480480480481,0.8637922029831077
0.5343343343343344,0.8606078223274426
0.5406206206206207,0.8573894328042828
0.5469069069069069,0.8541371615955805
0.5531931931931933,0.8508511372221992
0.5594794794794795,0.8475314895388353
0.5657657657657658,0.8441783497288866
0.5720520520520521,0.840791850299268
0.5783383383383384,0.8373721250751751
0.5846246246246246,0.8339193091947967
0.590910910910911,0.8304335391039731
0.5971971971971972,0.8269149525508053
0.6034834834834835,0.823363688580211
0.6097697697697698,0.8197798875284301
0.6160560560560561,0.8161636910174791
0.6223423423423424,0.812515241949554
0.6286286286286287,0.8088346845013844
0.6349149149149149,0.8051221641185345
0.6412012012012013,0.8013778275096566
0.6474874874874875,0.7976018226406935
0.6537737737737738,0.7937942987290305
0.6600600600600601,0.7899554062375996
0.6663463463463464,0.7860852968689332
0.6726326326326326,0.7821841235591696
0.678918918918919,0.7782520404720085
0.6852052052052052,0.7742892029926198
0.6914914914914916,0.7702957677215032
0.6977777777777778,0.7662718924682987
